env,room,query_id,model,log_stft_mse
acousticrooms_unseen,Cafe_idx_1,S5_R80,simplevit,1.81448
acousticrooms_unseen,Cafe_idx_1,S5_R81,simplevit,1.80278
acousticrooms_unseen,Cafe_idx_1,S5_R82,simplevit,2.91615
acousticrooms_unseen,Cafe_idx_1,S5_R83,simplevit,1.89712
acousticrooms_unseen,Cafe_idx_1,S5_R84,simplevit,1.97412
acousticrooms_unseen,Cafe_idx_1,S5_R85,simplevit,2.9448
acousticrooms_unseen,Cafe_idx_1,S5_R86,simplevit,2.09232
acousticrooms_unseen,Cafe_idx_1,S5_R87,simplevit,2.0083
acousticrooms_unseen,Cafe_idx_1,S5_R88,simplevit,4.15234
acousticrooms_unseen,Cafe_idx_1,S5_R89,simplevit,3.5556
acousticrooms_unseen,Cafe_idx_1,S5_R90,simplevit,2.07335
acousticrooms_unseen,Cafe_idx_1,S5_R91,simplevit,2.43632
acousticrooms_unseen,Cafe_idx_1,S5_R92,simplevit,2.54345
acousticrooms_unseen,Cafe_idx_1,S5_R93,simplevit,2.46077
acousticrooms_unseen,Cafe_idx_1,S5_R94,simplevit,2.44463
acousticrooms_unseen,Cafe_idx_1,S5_R95,simplevit,5.36973
acousticrooms_unseen,Cafe_idx_1,S5_R96,simplevit,2.70907
acousticrooms_unseen,Cafe_idx_1,S5_R97,simplevit,2.67532
acousticrooms_unseen,Cafe_idx_1,S5_R98,simplevit,2.52399
acousticrooms_unseen,Cafe_idx_1,S5_R99,simplevit,2.70585
acousticrooms_unseen,Cafe_idx_1,S5_R100,simplevit,3.52487
acousticrooms_unseen,Cafe_idx_1,S6_R1,simplevit,1.98453
acousticrooms_unseen,Cafe_idx_1,S6_R2,simplevit,1.47228
acousticrooms_unseen,Cafe_idx_1,S6_R3,simplevit,1.66042
acousticrooms_unseen,Cafe_idx_1,S6_R4,simplevit,1.62465
acousticrooms_unseen,Cafe_idx_1,S6_R5,simplevit,1.58899
acousticrooms_unseen,Cafe_idx_1,S6_R6,simplevit,1.36193
acousticrooms_unseen,Cafe_idx_1,S6_R7,simplevit,1.18933
acousticrooms_unseen,Cafe_idx_1,S6_R8,simplevit,1.56464
acousticrooms_unseen,Cafe_idx_1,S6_R9,simplevit,2.47208
acousticrooms_unseen,Cafe_idx_1,S6_R10,simplevit,2.38034
acousticrooms_unseen,Cafe_idx_1,S6_R11,simplevit,2.49377
acousticrooms_unseen,Cafe_idx_1,S6_R12,simplevit,2.87479
acousticrooms_unseen,Cafe_idx_1,S6_R13,simplevit,2.9022
acousticrooms_unseen,Cafe_idx_1,S6_R14,simplevit,3.29244
acousticrooms_unseen,Cafe_idx_1,S6_R15,simplevit,3.1799
acousticrooms_unseen,Cafe_idx_1,S6_R16,simplevit,3.3155
acousticrooms_unseen,Cafe_idx_1,S6_R17,simplevit,2.86295
acousticrooms_unseen,Cafe_idx_1,S6_R18,simplevit,2.59714
acousticrooms_unseen,Cafe_idx_1,S6_R19,simplevit,2.19192
acousticrooms_unseen,Cafe_idx_1,S6_R20,simplevit,3.2681
acousticrooms_unseen,Cafe_idx_1,S6_R21,simplevit,1.56442
acousticrooms_unseen,Cafe_idx_1,S6_R22,simplevit,1.7576
acousticrooms_unseen,Cafe_idx_1,S6_R23,simplevit,1.04422
acousticrooms_unseen,Cafe_idx_1,S6_R24,simplevit,1.15729
acousticrooms_unseen,Cafe_idx_1,S6_R25,simplevit,1.33913
acousticrooms_unseen,Cafe_idx_1,S6_R26,simplevit,2.47664
acousticrooms_unseen,Cafe_idx_1,S6_R27,simplevit,1.32258
acousticrooms_unseen,Cafe_idx_1,S6_R28,simplevit,1.30695
acousticrooms_unseen,Cafe_idx_1,S6_R29,simplevit,1.29493
acousticrooms_unseen,Cafe_idx_1,S6_R30,simplevit,2.02639
acousticrooms_unseen,Cafe_idx_1,S6_R31,simplevit,1.64053
acousticrooms_unseen,Cafe_idx_1,S6_R32,simplevit,1.02801
acousticrooms_unseen,Cafe_idx_1,S6_R33,simplevit,1.50071
acousticrooms_unseen,Cafe_idx_1,S6_R34,simplevit,1.28639
acousticrooms_unseen,Cafe_idx_1,S6_R35,simplevit,1.92456
acousticrooms_unseen,Cafe_idx_1,S6_R36,simplevit,2.07642
acousticrooms_unseen,Cafe_idx_1,S6_R37,simplevit,2.20699
acousticrooms_unseen,Cafe_idx_1,S6_R38,simplevit,2.71059
acousticrooms_unseen,Cafe_idx_1,S6_R39,simplevit,3.48489
acousticrooms_unseen,Cafe_idx_1,S6_R40,simplevit,3.39109
acousticrooms_unseen,Cafe_idx_1,S6_R41,simplevit,3.32364
acousticrooms_unseen,Cafe_idx_1,S6_R42,simplevit,3.4025
acousticrooms_unseen,Cafe_idx_1,S6_R43,simplevit,3.06288
acousticrooms_unseen,Cafe_idx_1,S6_R44,simplevit,2.44927
acousticrooms_unseen,Cafe_idx_1,S6_R45,simplevit,2.20556
acousticrooms_unseen,Cafe_idx_1,S6_R46,simplevit,2.28672
acousticrooms_unseen,Cafe_idx_1,S6_R47,simplevit,3.3202
acousticrooms_unseen,Cafe_idx_1,S6_R48,simplevit,1.59516
acousticrooms_unseen,Cafe_idx_1,S6_R49,simplevit,1.31747
acousticrooms_unseen,Cafe_idx_1,S6_R50,simplevit,1.49049
acousticrooms_unseen,Cafe_idx_1,S6_R51,simplevit,1.10543
acousticrooms_unseen,Cafe_idx_1,S6_R52,simplevit,1.45338
acousticrooms_unseen,Cafe_idx_1,S6_R53,simplevit,1.70079
acousticrooms_unseen,Cafe_idx_1,S6_R54,simplevit,1.14315
acousticrooms_unseen,Cafe_idx_1,S6_R55,simplevit,1.28556
acousticrooms_unseen,Cafe_idx_1,S6_R56,simplevit,1.57387
acousticrooms_unseen,Cafe_idx_1,S6_R57,simplevit,3.13284
acousticrooms_unseen,Cafe_idx_1,S6_R58,simplevit,3.09458
acousticrooms_unseen,Cafe_idx_1,S6_R59,simplevit,3.06286
acousticrooms_unseen,Cafe_idx_1,S6_R60,simplevit,2.80514
acousticrooms_unseen,Cafe_idx_1,S6_R61,simplevit,2.27948
acousticrooms_unseen,Cafe_idx_1,S6_R62,simplevit,2.079
acousticrooms_unseen,Cafe_idx_1,S6_R63,simplevit,3.20566
acousticrooms_unseen,Cafe_idx_1,S6_R64,simplevit,1.75029
acousticrooms_unseen,Cafe_idx_1,S6_R65,simplevit,1.41029
acousticrooms_unseen,Cafe_idx_1,S6_R66,simplevit,1.23669
acousticrooms_unseen,Cafe_idx_1,S6_R67,simplevit,1.22291
acousticrooms_unseen,Cafe_idx_1,S6_R68,simplevit,1.75719
acousticrooms_unseen,Cafe_idx_1,S6_R69,simplevit,1.24929
acousticrooms_unseen,Cafe_idx_1,S6_R70,simplevit,3.23775
acousticrooms_unseen,Cafe_idx_1,S6_R71,simplevit,3.33466
acousticrooms_unseen,Cafe_idx_1,S6_R72,simplevit,2.6873
acousticrooms_unseen,Cafe_idx_1,S6_R73,simplevit,2.55167
acousticrooms_unseen,Cafe_idx_1,S6_R74,simplevit,2.28703
acousticrooms_unseen,Cafe_idx_1,S6_R75,simplevit,2.13002
acousticrooms_unseen,Cafe_idx_1,S6_R76,simplevit,2.86259
acousticrooms_unseen,Cafe_idx_1,S6_R77,simplevit,2.00924
acousticrooms_unseen,Cafe_idx_1,S6_R78,simplevit,1.52636
acousticrooms_unseen,Cafe_idx_1,S6_R79,simplevit,1.35865
acousticrooms_unseen,Cafe_idx_1,S6_R80,simplevit,1.61371
acousticrooms_unseen,Cafe_idx_1,S6_R81,simplevit,1.44724
acousticrooms_unseen,Cafe_idx_1,S6_R82,simplevit,1.36785
acousticrooms_unseen,Cafe_idx_1,S6_R83,simplevit,1.47824
acousticrooms_unseen,Cafe_idx_1,S6_R84,simplevit,1.61094
acousticrooms_unseen,Cafe_idx_1,S6_R85,simplevit,1.46712
acousticrooms_unseen,Cafe_idx_1,S6_R86,simplevit,1.62332
acousticrooms_unseen,Cafe_idx_1,S6_R87,simplevit,1.61952
acousticrooms_unseen,Cafe_idx_1,S6_R88,simplevit,3.85893
acousticrooms_unseen,Cafe_idx_1,S6_R89,simplevit,2.63525
acousticrooms_unseen,Cafe_idx_1,S6_R90,simplevit,2.10183
acousticrooms_unseen,Cafe_idx_1,S6_R91,simplevit,2.18341
acousticrooms_unseen,Cafe_idx_1,S6_R92,simplevit,2.30992
acousticrooms_unseen,Cafe_idx_1,S6_R93,simplevit,1.9587
acousticrooms_unseen,Cafe_idx_1,S6_R94,simplevit,1.57787
acousticrooms_unseen,Cafe_idx_1,S6_R95,simplevit,1.82096
acousticrooms_unseen,Cafe_idx_1,S6_R96,simplevit,3.61425
acousticrooms_unseen,Cafe_idx_1,S6_R97,simplevit,5.18267
acousticrooms_unseen,Cafe_idx_1,S6_R98,simplevit,4.3759
acousticrooms_unseen,Cafe_idx_1,S6_R99,simplevit,3.71798
acousticrooms_unseen,Cafe_idx_1,S6_R100,simplevit,3.32432
acousticrooms_unseen,Cafe_idx_1,S7_R1,simplevit,2.26492
acousticrooms_unseen,Cafe_idx_1,S7_R2,simplevit,1.76777
acousticrooms_unseen,Cafe_idx_1,S7_R3,simplevit,2.09862
acousticrooms_unseen,Cafe_idx_1,S7_R4,simplevit,2.36753
acousticrooms_unseen,Cafe_idx_1,S7_R5,simplevit,4.56526
acousticrooms_unseen,Cafe_idx_1,S7_R6,simplevit,3.24756
acousticrooms_unseen,Cafe_idx_1,S7_R7,simplevit,2.17723
acousticrooms_unseen,Cafe_idx_1,S7_R8,simplevit,2.2497
acousticrooms_unseen,Cafe_idx_1,S7_R9,simplevit,2.70316
acousticrooms_unseen,Cafe_idx_1,S7_R10,simplevit,3.34037
acousticrooms_unseen,Cafe_idx_1,S7_R11,simplevit,3.18625
acousticrooms_unseen,Cafe_idx_1,S7_R12,simplevit,3.15828
acousticrooms_unseen,Cafe_idx_1,S7_R13,simplevit,3.45609
acousticrooms_unseen,Cafe_idx_1,S7_R14,simplevit,3.31893
acousticrooms_unseen,Cafe_idx_1,S7_R15,simplevit,2.89635
acousticrooms_unseen,Cafe_idx_1,S7_R16,simplevit,3.61658
acousticrooms_unseen,Cafe_idx_1,S7_R17,simplevit,3.71928
acousticrooms_unseen,Cafe_idx_1,S7_R18,simplevit,2.89989
acousticrooms_unseen,Cafe_idx_1,S7_R19,simplevit,3.00743
acousticrooms_unseen,Cafe_idx_1,S7_R20,simplevit,2.76957
acousticrooms_unseen,Cafe_idx_1,S7_R21,simplevit,2.17542
acousticrooms_unseen,Cafe_idx_1,S7_R22,simplevit,2.09975
acousticrooms_unseen,Cafe_idx_1,S7_R23,simplevit,2.30035
acousticrooms_unseen,Cafe_idx_1,S7_R24,simplevit,3.75192
acousticrooms_unseen,Cafe_idx_1,S7_R25,simplevit,3.81096
acousticrooms_unseen,Cafe_idx_1,S7_R26,simplevit,1.88903
acousticrooms_unseen,Cafe_idx_1,S7_R27,simplevit,2.03761
acousticrooms_unseen,Cafe_idx_1,S7_R28,simplevit,1.64415
acousticrooms_unseen,Cafe_idx_1,S7_R29,simplevit,1.76246
acousticrooms_unseen,Cafe_idx_1,S7_R30,simplevit,1.69631
acousticrooms_unseen,Cafe_idx_1,S7_R31,simplevit,1.78975
acousticrooms_unseen,Cafe_idx_1,S7_R32,simplevit,2.16357
acousticrooms_unseen,Cafe_idx_1,S7_R33,simplevit,2.0037
acousticrooms_unseen,Cafe_idx_1,S7_R34,simplevit,1.93485
acousticrooms_unseen,Cafe_idx_1,S7_R35,simplevit,2.30622
acousticrooms_unseen,Cafe_idx_1,S7_R36,simplevit,2.43323
acousticrooms_unseen,Cafe_idx_1,S7_R37,simplevit,2.81354
acousticrooms_unseen,Cafe_idx_1,S7_R38,simplevit,3.05807
acousticrooms_unseen,Cafe_idx_1,S7_R39,simplevit,3.25173
acousticrooms_unseen,Cafe_idx_1,S7_R40,simplevit,3.15794
acousticrooms_unseen,Cafe_idx_1,S7_R41,simplevit,3.34372
acousticrooms_unseen,Cafe_idx_1,S7_R42,simplevit,3.22602
acousticrooms_unseen,Cafe_idx_1,S7_R43,simplevit,3.26313
acousticrooms_unseen,Cafe_idx_1,S7_R44,simplevit,3.18464
acousticrooms_unseen,Cafe_idx_1,S7_R45,simplevit,3.11998
acousticrooms_unseen,Cafe_idx_1,S7_R46,simplevit,2.69311
acousticrooms_unseen,Cafe_idx_1,S7_R47,simplevit,2.45268
acousticrooms_unseen,Cafe_idx_1,S7_R48,simplevit,3.25214
acousticrooms_unseen,Cafe_idx_1,S7_R49,simplevit,1.74029
acousticrooms_unseen,Cafe_idx_1,S7_R50,simplevit,2.13902
acousticrooms_unseen,Cafe_idx_1,S7_R51,simplevit,1.72722
acousticrooms_unseen,Cafe_idx_1,S7_R52,simplevit,1.71127
acousticrooms_unseen,Cafe_idx_1,S7_R53,simplevit,1.82407
acousticrooms_unseen,Cafe_idx_1,S7_R54,simplevit,1.57744
acousticrooms_unseen,Cafe_idx_1,S7_R55,simplevit,1.79765
acousticrooms_unseen,Cafe_idx_1,S7_R56,simplevit,1.7396
acousticrooms_unseen,Cafe_idx_1,S7_R57,simplevit,3.28353
acousticrooms_unseen,Cafe_idx_1,S7_R58,simplevit,3.05613
acousticrooms_unseen,Cafe_idx_1,S7_R59,simplevit,3.38729
acousticrooms_unseen,Cafe_idx_1,S7_R60,simplevit,3.33245
acousticrooms_unseen,Cafe_idx_1,S7_R61,simplevit,2.71177
acousticrooms_unseen,Cafe_idx_1,S7_R62,simplevit,2.40996
acousticrooms_unseen,Cafe_idx_1,S7_R63,simplevit,2.17396
acousticrooms_unseen,Cafe_idx_1,S7_R64,simplevit,2.0022
acousticrooms_unseen,Cafe_idx_1,S7_R65,simplevit,1.84527
acousticrooms_unseen,Cafe_idx_1,S7_R66,simplevit,1.44442
acousticrooms_unseen,Cafe_idx_1,S7_R67,simplevit,1.3937
acousticrooms_unseen,Cafe_idx_1,S7_R68,simplevit,2.0587
acousticrooms_unseen,Cafe_idx_1,S7_R69,simplevit,1.39207
acousticrooms_unseen,Cafe_idx_1,S7_R70,simplevit,2.95449
acousticrooms_unseen,Cafe_idx_1,S7_R71,simplevit,3.1765
acousticrooms_unseen,Cafe_idx_1,S7_R72,simplevit,2.24158
acousticrooms_unseen,Cafe_idx_1,S7_R73,simplevit,2.33491
acousticrooms_unseen,Cafe_idx_1,S7_R74,simplevit,2.3212
acousticrooms_unseen,Cafe_idx_1,S7_R75,simplevit,2.00448
acousticrooms_unseen,Cafe_idx_1,S7_R76,simplevit,1.86441
acousticrooms_unseen,Cafe_idx_1,S7_R77,simplevit,1.61378
acousticrooms_unseen,Cafe_idx_1,S7_R78,simplevit,1.27263
acousticrooms_unseen,Cafe_idx_1,S7_R79,simplevit,1.1763
acousticrooms_unseen,Cafe_idx_1,S7_R80,simplevit,1.03474
acousticrooms_unseen,Cafe_idx_1,S7_R81,simplevit,1.44187
acousticrooms_unseen,Cafe_idx_1,S7_R82,simplevit,1.15997
acousticrooms_unseen,Cafe_idx_1,S7_R83,simplevit,1.09889
acousticrooms_unseen,Cafe_idx_1,S7_R84,simplevit,1.54831
acousticrooms_unseen,Cafe_idx_1,S7_R85,simplevit,1.70429
acousticrooms_unseen,Cafe_idx_1,S7_R86,simplevit,2.09709
acousticrooms_unseen,Cafe_idx_1,S7_R87,simplevit,1.54535
acousticrooms_unseen,Cafe_idx_1,S7_R88,simplevit,1.43416
acousticrooms_unseen,Cafe_idx_1,S7_R89,simplevit,1.34054
acousticrooms_unseen,Cafe_idx_1,S7_R90,simplevit,1.26006
acousticrooms_unseen,Cafe_idx_1,S7_R91,simplevit,1.5574
acousticrooms_unseen,Cafe_idx_1,S7_R92,simplevit,1.67188
acousticrooms_unseen,Cafe_idx_1,S7_R93,simplevit,1.66529
acousticrooms_unseen,Cafe_idx_1,S7_R94,simplevit,2.59639
acousticrooms_unseen,Cafe_idx_1,S7_R95,simplevit,1.50609
acousticrooms_unseen,Cafe_idx_1,S7_R96,simplevit,2.70549
acousticrooms_unseen,Cafe_idx_1,S7_R97,simplevit,4.27714
acousticrooms_unseen,Cafe_idx_1,S7_R98,simplevit,4.15244
acousticrooms_unseen,Cafe_idx_1,S7_R99,simplevit,3.39862
acousticrooms_unseen,Cafe_idx_1,S7_R100,simplevit,2.98761
acousticrooms_unseen,Cafe_idx_1,S8_R1,simplevit,1.99247
acousticrooms_unseen,Cafe_idx_1,S8_R2,simplevit,3.87119
acousticrooms_unseen,Cafe_idx_1,S8_R3,simplevit,3.1542
acousticrooms_unseen,Cafe_idx_1,S8_R4,simplevit,2.74231
acousticrooms_unseen,Cafe_idx_1,S8_R5,simplevit,2.42897
acousticrooms_unseen,Cafe_idx_1,S8_R6,simplevit,2.72785
acousticrooms_unseen,Cafe_idx_1,S8_R7,simplevit,3.25356
acousticrooms_unseen,Cafe_idx_1,S8_R8,simplevit,2.72219
acousticrooms_unseen,Cafe_idx_1,S8_R9,simplevit,2.61075
acousticrooms_unseen,Cafe_idx_1,S8_R10,simplevit,2.28741
acousticrooms_unseen,Cafe_idx_1,S8_R11,simplevit,2.02704
acousticrooms_unseen,Cafe_idx_1,S8_R12,simplevit,2.03538
acousticrooms_unseen,Cafe_idx_1,S8_R13,simplevit,1.9883
acousticrooms_unseen,Cafe_idx_1,S8_R14,simplevit,2.39275
acousticrooms_unseen,Cafe_idx_1,S8_R15,simplevit,3.23769
acousticrooms_unseen,Cafe_idx_1,S8_R16,simplevit,2.71809
acousticrooms_unseen,Cafe_idx_1,S8_R17,simplevit,2.1171
acousticrooms_unseen,Cafe_idx_1,S8_R18,simplevit,2.4307
acousticrooms_unseen,Cafe_idx_1,S8_R19,simplevit,3.0913
acousticrooms_unseen,Cafe_idx_1,S8_R20,simplevit,2.14279
acousticrooms_unseen,Cafe_idx_1,S8_R21,simplevit,2.74155
acousticrooms_unseen,Cafe_idx_1,S8_R22,simplevit,2.60922
acousticrooms_unseen,Cafe_idx_1,S8_R23,simplevit,2.75096
acousticrooms_unseen,Cafe_idx_1,S8_R24,simplevit,2.46442
acousticrooms_unseen,Cafe_idx_1,S8_R25,simplevit,3.50612
acousticrooms_unseen,Cafe_idx_1,S8_R26,simplevit,3.0316
acousticrooms_unseen,Cafe_idx_1,S8_R27,simplevit,3.02472
acousticrooms_unseen,Cafe_idx_1,S8_R28,simplevit,3.34469
acousticrooms_unseen,Cafe_idx_1,S8_R29,simplevit,3.03686
acousticrooms_unseen,Cafe_idx_1,S8_R30,simplevit,3.20517
acousticrooms_unseen,Cafe_idx_1,S8_R31,simplevit,2.96925
acousticrooms_unseen,Cafe_idx_1,S8_R32,simplevit,2.79086
acousticrooms_unseen,Cafe_idx_1,S8_R33,simplevit,2.41246
acousticrooms_unseen,Cafe_idx_1,S8_R34,simplevit,2.20955
acousticrooms_unseen,Cafe_idx_1,S8_R35,simplevit,3.63172
acousticrooms_unseen,Cafe_idx_1,S8_R36,simplevit,2.62017
acousticrooms_unseen,Cafe_idx_1,S8_R37,simplevit,2.13067
acousticrooms_unseen,Cafe_idx_1,S8_R38,simplevit,1.51613
acousticrooms_unseen,Cafe_idx_1,S8_R39,simplevit,2.24993
acousticrooms_unseen,Cafe_idx_1,S8_R40,simplevit,1.9809
acousticrooms_unseen,Cafe_idx_1,S8_R41,simplevit,1.7278
acousticrooms_unseen,Cafe_idx_1,S8_R42,simplevit,1.68333
acousticrooms_unseen,Cafe_idx_1,S8_R43,simplevit,1.59051
acousticrooms_unseen,Cafe_idx_1,S8_R44,simplevit,1.50185
acousticrooms_unseen,Cafe_idx_1,S8_R45,simplevit,1.66218
acousticrooms_unseen,Cafe_idx_1,S8_R46,simplevit,1.59587
acousticrooms_unseen,Cafe_idx_1,S8_R47,simplevit,2.09793
acousticrooms_unseen,Cafe_idx_1,S8_R48,simplevit,2.51208
acousticrooms_unseen,Cafe_idx_1,S8_R49,simplevit,2.18485
acousticrooms_unseen,Cafe_idx_1,S8_R50,simplevit,2.35069
acousticrooms_unseen,Cafe_idx_1,S8_R51,simplevit,2.55316
acousticrooms_unseen,Cafe_idx_1,S8_R52,simplevit,2.61959
acousticrooms_unseen,Cafe_idx_1,S8_R53,simplevit,3.04985
acousticrooms_unseen,Cafe_idx_1,S8_R54,simplevit,2.40486
acousticrooms_unseen,Cafe_idx_1,S8_R55,simplevit,2.54063
acousticrooms_unseen,Cafe_idx_1,S8_R56,simplevit,3.19418
acousticrooms_unseen,Cafe_idx_1,S8_R57,simplevit,1.5187
acousticrooms_unseen,Cafe_idx_1,S8_R58,simplevit,1.10877
acousticrooms_unseen,Cafe_idx_1,S8_R59,simplevit,2.19709
acousticrooms_unseen,Cafe_idx_1,S8_R60,simplevit,1.38643
acousticrooms_unseen,Cafe_idx_1,S8_R61,simplevit,1.40019
acousticrooms_unseen,Cafe_idx_1,S8_R62,simplevit,1.54105
acousticrooms_unseen,Cafe_idx_1,S8_R63,simplevit,1.66083
acousticrooms_unseen,Cafe_idx_1,S8_R64,simplevit,2.1788
acousticrooms_unseen,Cafe_idx_1,S8_R65,simplevit,2.00246
acousticrooms_unseen,Cafe_idx_1,S8_R66,simplevit,2.19618
acousticrooms_unseen,Cafe_idx_1,S8_R67,simplevit,2.6289
acousticrooms_unseen,Cafe_idx_1,S8_R68,simplevit,2.91964
acousticrooms_unseen,Cafe_idx_1,S8_R69,simplevit,3.70561
acousticrooms_unseen,Cafe_idx_1,S8_R70,simplevit,1.05067
acousticrooms_unseen,Cafe_idx_1,S8_R71,simplevit,1.10415
acousticrooms_unseen,Cafe_idx_1,S8_R72,simplevit,1.11854
acousticrooms_unseen,Cafe_idx_1,S8_R73,simplevit,1.19284
acousticrooms_unseen,Cafe_idx_1,S8_R74,simplevit,1.45644
acousticrooms_unseen,Cafe_idx_1,S8_R75,simplevit,1.48419
acousticrooms_unseen,Cafe_idx_1,S8_R76,simplevit,1.77571
acousticrooms_unseen,Cafe_idx_1,S8_R77,simplevit,2.32655
acousticrooms_unseen,Cafe_idx_1,S8_R78,simplevit,3.84094
acousticrooms_unseen,Cafe_idx_1,S8_R79,simplevit,2.04547
acousticrooms_unseen,Cafe_idx_1,S8_R80,simplevit,2.46959
acousticrooms_unseen,Cafe_idx_1,S8_R81,simplevit,3.15589
acousticrooms_unseen,Cafe_idx_1,S8_R82,simplevit,2.83145
acousticrooms_unseen,Cafe_idx_1,S8_R83,simplevit,3.19168
acousticrooms_unseen,Cafe_idx_1,S8_R84,simplevit,2.62016
acousticrooms_unseen,Cafe_idx_1,S8_R85,simplevit,3.54939
acousticrooms_unseen,Cafe_idx_1,S8_R86,simplevit,3.13477
acousticrooms_unseen,Cafe_idx_1,S8_R87,simplevit,3.34995
acousticrooms_unseen,Cafe_idx_1,S8_R88,simplevit,3.50747
acousticrooms_unseen,Cafe_idx_1,S8_R89,simplevit,2.86811
acousticrooms_unseen,Cafe_idx_1,S8_R90,simplevit,3.37064
acousticrooms_unseen,Cafe_idx_1,S8_R91,simplevit,3.995
acousticrooms_unseen,Cafe_idx_1,S8_R92,simplevit,4.1151
acousticrooms_unseen,Cafe_idx_1,S8_R93,simplevit,4.29755
acousticrooms_unseen,Cafe_idx_1,S8_R94,simplevit,2.98795
acousticrooms_unseen,Cafe_idx_1,S8_R95,simplevit,4.02883
acousticrooms_unseen,Cafe_idx_1,S8_R96,simplevit,2.7746
acousticrooms_unseen,Cafe_idx_1,S8_R97,simplevit,2.8548
acousticrooms_unseen,Cafe_idx_1,S8_R98,simplevit,2.60259
acousticrooms_unseen,Cafe_idx_1,S8_R99,simplevit,1.45717
acousticrooms_unseen,Cafe_idx_1,S8_R100,simplevit,1.76072
acousticrooms_unseen,Cafe_idx_1,S9_R1,simplevit,1.7997
acousticrooms_unseen,Cafe_idx_1,S9_R2,simplevit,1.98367
acousticrooms_unseen,Cafe_idx_1,S9_R3,simplevit,2.06016
acousticrooms_unseen,Cafe_idx_1,S9_R4,simplevit,2.91066
acousticrooms_unseen,Cafe_idx_1,S9_R5,simplevit,2.16427
acousticrooms_unseen,Cafe_idx_1,S9_R10,simplevit,1.56835
acousticrooms_unseen,Cafe_idx_1,S9_R12,simplevit,1.12652
acousticrooms_unseen,Cafe_idx_1,S9_R13,simplevit,1.11605
acousticrooms_unseen,Cafe_idx_1,S9_R14,simplevit,1.33508
acousticrooms_unseen,Cafe_idx_1,S9_R15,simplevit,1.56804
acousticrooms_unseen,Cafe_idx_1,S9_R19,simplevit,1.50342
acousticrooms_unseen,Cafe_idx_1,S9_R21,simplevit,1.97229
acousticrooms_unseen,Cafe_idx_1,S9_R22,simplevit,2.24689
acousticrooms_unseen,Cafe_idx_1,S9_R24,simplevit,2.70939
acousticrooms_unseen,Cafe_idx_1,S9_R25,simplevit,2.87004
acousticrooms_unseen,Cafe_idx_1,S9_R27,simplevit,2.91823
acousticrooms_unseen,Cafe_idx_1,S9_R29,simplevit,3.05912
acousticrooms_unseen,Cafe_idx_1,S9_R30,simplevit,2.84018
acousticrooms_unseen,Cafe_idx_1,S9_R31,simplevit,2.90848
acousticrooms_unseen,Cafe_idx_1,S9_R34,simplevit,2.00237
acousticrooms_unseen,Cafe_idx_1,S9_R35,simplevit,1.81024
acousticrooms_unseen,Cafe_idx_1,S9_R36,simplevit,1.80101
acousticrooms_unseen,Cafe_idx_1,S9_R37,simplevit,1.24847
acousticrooms_unseen,Cafe_idx_1,S9_R38,simplevit,1.22642
acousticrooms_unseen,Cafe_idx_1,S9_R40,simplevit,1.89496
acousticrooms_unseen,Cafe_idx_1,S9_R41,simplevit,1.55885
acousticrooms_unseen,Cafe_idx_1,S9_R42,simplevit,1.27274
acousticrooms_unseen,Cafe_idx_1,S9_R43,simplevit,1.12786
acousticrooms_unseen,Cafe_idx_1,S9_R45,simplevit,1.17864
acousticrooms_unseen,Cafe_idx_1,S9_R46,simplevit,1.4739
acousticrooms_unseen,Cafe_idx_1,S9_R47,simplevit,1.57879
acousticrooms_unseen,Cafe_idx_1,S9_R48,simplevit,2.03091
acousticrooms_unseen,Cafe_idx_1,S9_R50,simplevit,1.84817
acousticrooms_unseen,Cafe_idx_1,S9_R51,simplevit,2.34879
acousticrooms_unseen,Cafe_idx_1,S9_R52,simplevit,2.67231
acousticrooms_unseen,Cafe_idx_1,S9_R53,simplevit,3.12954
acousticrooms_unseen,Cafe_idx_1,S9_R55,simplevit,2.63419
acousticrooms_unseen,Cafe_idx_1,S9_R58,simplevit,1.31494
acousticrooms_unseen,Cafe_idx_1,S9_R59,simplevit,1.12609
acousticrooms_unseen,Cafe_idx_1,S9_R60,simplevit,2.04968
acousticrooms_unseen,Cafe_idx_1,S9_R61,simplevit,1.24016
acousticrooms_unseen,Cafe_idx_1,S9_R62,simplevit,1.44617
acousticrooms_unseen,Cafe_idx_1,S9_R63,simplevit,1.49598
acousticrooms_unseen,Cafe_idx_1,S9_R64,simplevit,2.94348
acousticrooms_unseen,Cafe_idx_1,S9_R65,simplevit,2.07577
acousticrooms_unseen,Cafe_idx_1,S9_R67,simplevit,2.82902
acousticrooms_unseen,Cafe_idx_1,S9_R68,simplevit,2.82203
acousticrooms_unseen,Cafe_idx_1,S9_R70,simplevit,1.35866
acousticrooms_unseen,Cafe_idx_1,S9_R71,simplevit,2.15585
acousticrooms_unseen,Cafe_idx_1,S9_R72,simplevit,1.47256
acousticrooms_unseen,Cafe_idx_1,S9_R73,simplevit,1.38649
acousticrooms_unseen,Cafe_idx_1,S9_R74,simplevit,1.86948
acousticrooms_unseen,Cafe_idx_1,S9_R75,simplevit,1.86698
acousticrooms_unseen,Cafe_idx_1,S9_R76,simplevit,1.90264
acousticrooms_unseen,Cafe_idx_1,S9_R77,simplevit,2.14793
acousticrooms_unseen,Cafe_idx_1,S9_R78,simplevit,2.27
